(R, 1)[0] => [[1, 0], [0, 0]]
(L, 13)[0] => [[219, 36], [220, 36]]
(L, 13)[0] => [[218, 36], [219, 36]]
(L, 13)[0] => [[217, 36], [218, 36]]
(L, 13)[0] => [[216, 36], [217, 36]]
(L, 13)[0] => [[215, 36], [216, 36]]
(L, 13)[0] => [[214, 36], [215, 36]]
(L, 13)[0] => [[213, 36], [214, 36]]
(L, 13)[0] => [[212, 36], [213, 36]]
(L, 13)[0] => [[211, 36], [212, 36]]
(L, 13)[0] => [[210, 36], [211, 36]]
(U, 4)[0] => [[210, 37], [211, 36]]
(U, 4)[0] => [[210, 38], [210, 37]]
(U, 4)[0] => [[210, 39], [210, 38]]
(U, 4)[0] => [[210, 40], [210, 39]]
(R, 13)[0] => [[211, 40], [210, 39]]
(R, 13)[0] => [[212, 40], [211, 40]]
(R, 13)[0] => [[213, 40], [212, 40]]
(R, 13)[0] => [[214, 40], [213, 40]]
(R, 13)[0] => [[215, 40], [214, 40]]
(R, 13)[0] => [[216, 40], [215, 40]]
(R, 13)[0] => [[217, 40], [216, 40]]
(R, 13)[0] => [[218, 40], [217, 40]]
(R, 13)[0] => [[219, 40], [218, 40]]
(R, 13)[0] => [[220, 40], [219, 40]]
(R, 13)[0] => [[221, 40], [220, 40]]
(R, 13)[0] => [[222, 40], [221, 40]]
(R, 13)[0] => [[223, 40], [222, 40]]
(L, 8)[0] => [[222, 40], [222, 40]]
(L, 8)[0] => [[221, 40], [222, 40]]
(L, 8)[0] => [[220, 40], [221, 40]]
(L, 8)[0] => [[219, 40], [220, 40]]
(L, 8)[0] => [[218, 40], [219, 40]]
(L, 8)[0] => [[217, 40], [218, 40]]
(L, 8)[0] => [[216, 40], [217, 40]]
(L, 8)[0] => [[215, 40], [216, 40]]
(D, 4)[0] => [[215, 39], [216, 40]]
(D, 4)[0] => [[215, 38], [215, 39]]
(D, 4)[0] => [[215, 37], [215, 38]]
(D, 4)[0] => [[215, 36], [215, 37]]
(R, 1)[0] => [[216, 36], [215, 37]]
(D, 14)[0] => [[216, 35], [216, 36]]
(D, 14)[0] => [[216, 34], [216, 35]]
(D, 14)[0] => [[216, 33], [216, 34]]
(D, 14)[0] => [[216, 32], [216, 33]]
(D, 14)[0] => [[216, 31], [216, 32]]
(D, 14)[0] => [[216, 30], [216, 31]]
(D, 14)[0] => [[216, 29], [216, 30]]
(D, 14)[0] => [[216, 28], [216, 29]]
(D, 14)[0] => [[216, 27], [216, 28]]
(D, 14)[0] => [[216, 26], [216, 27]]
(D, 14)[0] => [[216, 25], [216, 26]]
(D, 14)[0] => [[216, 24], [216, 25]]
(D, 14)[0] => [[216, 23], [216, 24]]
(D, 14)[0] => [[216, 22], [216, 23]]
(R, 6)[0] => [[217, 22], [216, 23]]
(R, 6)[0] => [[218, 22], [217, 22]]
(R, 6)[0] => [[219, 22], [218, 22]]
(R, 6)[0] => [[220, 22], [219, 22]]
(R, 6)[0] => [[221, 22], [220, 22]]
(R, 6)[0] => [[222, 22], [221, 22]]
(U, 4)[0] => [[222, 23], [221, 22]]
(U, 4)[0] => [[222, 24], [222, 23]]
(U, 4)[0] => [[222, 25], [222, 24]]
(U, 4)[0] => [[222, 26], [222, 25]]
(R, 3)[0] => [[223, 26], [222, 25]]
(R, 3)[0] => [[224, 26], [223, 26]]
(R, 3)[0] => [[225, 26], [224, 26]]
(L, 6)[0] => [[224, 26], [224, 26]]
(L, 6)[0] => [[223, 26], [224, 26]]
(L, 6)[0] => [[222, 26], [223, 26]]
(L, 6)[0] => [[221, 26], [222, 26]]
(L, 6)[0] => [[220, 26], [221, 26]]
(L, 6)[0] => [[219, 26], [220, 26]]
(R, 2)[0] => [[220, 26], [220, 26]]
(R, 2)[0] => [[221, 26], [220, 26]]
(D, 12)[0] => [[221, 25], [220, 26]]
(D, 12)[0] => [[221, 24], [221, 25]]
(D, 12)[0] => [[221, 23], [221, 24]]
(D, 12)[0] => [[221, 22], [221, 23]]
(D, 12)[0] => [[221, 21], [221, 22]]
(D, 12)[0] => [[221, 20], [221, 21]]
(D, 12)[0] => [[221, 19], [221, 20]]
(D, 12)[0] => [[221, 18], [221, 19]]
(D, 12)[0] => [[221, 17], [221, 18]]
(D, 12)[0] => [[221, 16], [221, 17]]
(D, 12)[0] => [[221, 15], [221, 16]]
(D, 12)[0] => [[221, 14], [221, 15]]
(L, 13)[0] => [[220, 14], [221, 15]]
(L, 13)[0] => [[219, 14], [220, 14]]
(L, 13)[0] => [[218, 14], [219, 14]]
(L, 13)[0] => [[217, 14], [218, 14]]
(L, 13)[0] => [[216, 14], [217, 14]]
(L, 13)[0] => [[215, 14], [216, 14]]
(L, 13)[0] => [[214, 14], [215, 14]]
(L, 13)[0] => [[213, 14], [214, 14]]
(L, 13)[0] => [[212, 14], [213, 14]]
(L, 13)[0] => [[211, 14], [212, 14]]
(L, 13)[0] => [[210, 14], [211, 14]]
(L, 13)[0] => [[209, 14], [210, 14]]
(L, 13)[0] => [[208, 14], [209, 14]]
(U, 6)[0] => [[208, 15], [209, 14]]
(U, 6)[0] => [[208, 16], [208, 15]]
(U, 6)[0] => [[208, 17], [208, 16]]
(U, 6)[0] => [[208, 18], [208, 17]]
(U, 6)[0] => [[208, 19], [208, 18]]
(U, 6)[0] => [[208, 20], [208, 19]]
(R, 11)[0] => [[209, 20], [208, 19]]
(R, 11)[0] => [[210, 20], [209, 20]]
(R, 11)[0] => [[211, 20], [210, 20]]
(R, 11)[0] => [[212, 20], [211, 20]]
(R, 11)[0] => [[213, 20], [212, 20]]
(R, 11)[0] => [[214, 20], [213, 20]]
(R, 11)[0] => [[215, 20], [214, 20]]
(R, 11)[0] => [[216, 20], [215, 20]]
(R, 11)[0] => [[217, 20], [216, 20]]
(R, 11)[0] => [[218, 20], [217, 20]]
(R, 11)[0] => [[219, 20], [218, 20]]
(L, 8)[0] => [[218, 20], [218, 20]]
(L, 8)[0] => [[217, 20], [218, 20]]
(L, 8)[0] => [[216, 20], [217, 20]]
(L, 8)[0] => [[215, 20], [216, 20]]
(L, 8)[0] => [[214, 20], [215, 20]]
(L, 8)[0] => [[213, 20], [214, 20]]
(L, 8)[0] => [[212, 20], [213, 20]]
(L, 8)[0] => [[211, 20], [212, 20]]
(D, 2)[0] => [[211, 19], [212, 20]]
(D, 2)[0] => [[211, 18], [211, 19]]
(R, 15)[0] => [[212, 18], [211, 19]]
(R, 15)[0] => [[213, 18], [212, 18]]
(R, 15)[0] => [[214, 18], [213, 18]]
(R, 15)[0] => [[215, 18], [214, 18]]
(R, 15)[0] => [[216, 18], [215, 18]]
(R, 15)[0] => [[217, 18], [216, 18]]
(R, 15)[0] => [[218, 18], [217, 18]]
(R, 15)[0] => [[219, 18], [218, 18]]
(R, 15)[0] => [[220, 18], [219, 18]]
(R, 15)[0] => [[221, 18], [220, 18]]
(R, 15)[0] => [[222, 18], [221, 18]]
(R, 15)[0] => [[223, 18], [222, 18]]
(R, 15)[0] => [[224, 18], [223, 18]]
(R, 15)[0] => [[225, 18], [224, 18]]
(R, 15)[0] => [[226, 18], [225, 18]]
(U, 5)[0] => [[226, 19], [225, 18]]
(U, 5)[0] => [[226, 20], [226, 19]]
(U, 5)[0] => [[226, 21], [226, 20]]
(U, 5)[0] => [[226, 22], [226, 21]]
(U, 5)[0] => [[226, 23], [226, 22]]
(R, 15)[0] => [[227, 23], [226, 22]]
(R, 15)[0] => [[228, 23], [227, 23]]
(R, 15)[0] => [[229, 23], [228, 23]]
(R, 15)[0] => [[230, 23], [229, 23]]
(R, 15)[0] => [[231, 23], [230, 23]]
(R, 15)[0] => [[232, 23], [231, 23]]
(R, 15)[0] => [[233, 23], [232, 23]]
(R, 15)[0] => [[234, 23], [233, 23]]
(R, 15)[0] => [[235, 23], [234, 23]]
(R, 15)[0] => [[236, 23], [235, 23]]
(R, 15)[0] => [[237, 23], [236, 23]]
(R, 15)[0] => [[238, 23], [237, 23]]
(R, 15)[0] => [[239, 23], [238, 23]]
(R, 15)[0] => [[240, 23], [239, 23]]
(R, 15)[0] => [[241, 23], [240, 23]]
(U, 2)[0] => [[241, 24], [240, 23]]
(U, 2)[0] => [[241, 25], [241, 24]]
(D, 2)[0] => [[241, 24], [241, 24]]
(D, 2)[0] => [[241, 23], [241, 24]]
(R, 4)[0] => [[242, 23], [241, 24]]
(R, 4)[0] => [[243, 23], [242, 23]]
(R, 4)[0] => [[244, 23], [243, 23]]
(R, 4)[0] => [[245, 23], [244, 23]]
(D, 2)[0] => [[245, 22], [244, 23]]
(D, 2)[0] => [[245, 21], [245, 22]]
(R, 15)[0] => [[246, 21], [245, 22]]
(R, 15)[0] => [[247, 21], [246, 21]]
(R, 15)[0] => [[248, 21], [247, 21]]
(R, 15)[0] => [[249, 21], [248, 21]]
(R, 15)[0] => [[250, 21], [249, 21]]
(R, 15)[0] => [[251, 21], [250, 21]]
(R, 15)[0] => [[252, 21], [251, 21]]
(R, 15)[0] => [[253, 21], [252, 21]]
(R, 15)[0] => [[254, 21], [253, 21]]
(R, 15)[0] => [[255, 21], [254, 21]]
(R, 15)[0] => [[256, 21], [255, 21]]
(R, 15)[0] => [[257, 21], [256, 21]]
(R, 15)[0] => [[258, 21], [257, 21]]
(R, 15)[0] => [[259, 21], [258, 21]]
(R, 15)[0] => [[260, 21], [259, 21]]
(U, 12)[0] => [[260, 22], [259, 21]]
(U, 12)[0] => [[260, 23], [260, 22]]
(U, 12)[0] => [[260, 24], [260, 23]]
(U, 12)[0] => [[260, 25], [260, 24]]
(U, 12)[0] => [[260, 26], [260, 25]]
(U, 12)[0] => [[260, 27], [260, 26]]
(U, 12)[0] => [[260, 28], [260, 27]]
(U, 12)[0] => [[260, 29], [260, 28]]
(U, 12)[0] => [[260, 30], [260, 29]]
(U, 12)[0] => [[260, 31], [260, 30]]
(U, 12)[0] => [[260, 32], [260, 31]]
(U, 12)[0] => [[260, 33], [260, 32]]
(L, 1)[0] => [[259, 33], [260, 32]]
(R, 7)[0] => [[260, 33], [260, 32]]
(R, 7)[0] => [[261, 33], [260, 32]]
(R, 7)[0] => [[262, 33], [261, 33]]
(R, 7)[0] => [[263, 33], [262, 33]]
(R, 7)[0] => [[264, 33], [263, 33]]
(R, 7)[0] => [[265, 33], [264, 33]]
(R, 7)[0] => [[266, 33], [265, 33]]
(U, 13)[0] => [[266, 34], [265, 33]]
(U, 13)[0] => [[266, 35], [266, 34]]
(U, 13)[0] => [[266, 36], [266, 35]]
(U, 13)[0] => [[266, 37], [266, 36]]
(U, 13)[0] => [[266, 38], [266, 37]]
(U, 13)[0] => [[266, 39], [266, 38]]
(U, 13)[0] => [[266, 40], [266, 39]]
(U, 13)[0] => [[266, 41], [266, 40]]
(U, 13)[0] => [[266, 42], [266, 41]]
(U, 13)[0] => [[266, 43], [266, 42]]
(U, 13)[0] => [[266, 44], [266, 43]]
(U, 13)[0] => [[266, 45], [266, 44]]
(U, 13)[0] => [[266, 46], [266, 45]]
(D, 11)[0] => [[266, 45], [266, 45]]
(D, 11)[0] => [[266, 44], [266, 45]]
(D, 11)[0] => [[266, 43], [266, 44]]
(D, 11)[0] => [[266, 42], [266, 43]]
(D, 11)[0] => [[266, 41], [266, 42]]
(D, 11)[0] => [[266, 40], [266, 41]]
(D, 11)[0] => [[266, 39], [266, 40]]
(D, 11)[0] => [[266, 38], [266, 39]]
(D, 11)[0] => [[266, 37], [266, 38]]
(D, 11)[0] => [[266, 36], [266, 37]]
(D, 11)[0] => [[266, 35], [266, 36]]
(U, 10)[0] => [[266, 36], [266, 36]]
(U, 10)[0] => [[266, 37], [266, 36]]
(U, 10)[0] => [[266, 38], [266, 37]]
(U, 10)[0] => [[266, 39], [266, 38]]
(U, 10)[0] => [[266, 40], [266, 39]]
(U, 10)[0] => [[266, 41], [266, 40]]
(U, 10)[0] => [[266, 42], [266, 41]]
(U, 10)[0] => [[266, 43], [266, 42]]
(U, 10)[0] => [[266, 44], [266, 43]]
(U, 10)[0] => [[266, 45], [266, 44]]
(D, 11)[0] => [[266, 44], [266, 44]]
(D, 11)[0] => [[266, 43], [266, 44]]
(D, 11)[0] => [[266, 42], [266, 43]]
(D, 11)[0] => [[266, 41], [266, 42]]
(D, 11)[0] => [[266, 40], [266, 41]]
(D, 11)[0] => [[266, 39], [266, 40]]
(D, 11)[0] => [[266, 38], [266, 39]]
(D, 11)[0] => [[266, 37], [266, 38]]
(D, 11)[0] => [[266, 36], [266, 37]]
(D, 11)[0] => [[266, 35], [266, 36]]
(D, 11)[0] => [[266, 34], [266, 35]]
(R, 5)[0] => [[267, 34], [266, 35]]
(R, 5)[0] => [[268, 34], [267, 34]]
(R, 5)[0] => [[269, 34], [268, 34]]
(R, 5)[0] => [[270, 34], [269, 34]]
(R, 5)[0] => [[271, 34], [270, 34]]
(L, 5)[0] => [[270, 34], [270, 34]]
(L, 5)[0] => [[269, 34], [270, 34]]
(L, 5)[0] => [[268, 34], [269, 34]]
(L, 5)[0] => [[267, 34], [268, 34]]
(L, 5)[0] => [[266, 34], [267, 34]]
(D, 9)[0] => [[266, 33], [267, 34]]
(D, 9)[0] => [[266, 32], [266, 33]]
(D, 9)[0] => [[266, 31], [266, 32]]
(D, 9)[0] => [[266, 30], [266, 31]]
(D, 9)[0] => [[266, 29], [266, 30]]
(D, 9)[0] => [[266, 28], [266, 29]]
(D, 9)[0] => [[266, 27], [266, 28]]
(D, 9)[0] => [[266, 26], [266, 27]]
(D, 9)[0] => [[266, 25], [266, 26]]
(U, 5)[0] => [[266, 26], [266, 26]]
(U, 5)[0] => [[266, 27], [266, 26]]
(U, 5)[0] => [[266, 28], [266, 27]]
(U, 5)[0] => [[266, 29], [266, 28]]
(U, 5)[0] => [[266, 30], [266, 29]]
(R, 6)[0] => [[267, 30], [266, 29]]
(R, 6)[0] => [[268, 30], [267, 30]]
(R, 6)[0] => [[269, 30], [268, 30]]
(R, 6)[0] => [[270, 30], [269, 30]]
(R, 6)[0] => [[271, 30], [270, 30]]
(R, 6)[0] => [[272, 30], [271, 30]]
(U, 1)[0] => [[272, 31], [271, 30]]
(L, 12)[0] => [[271, 31], [271, 30]]
(L, 12)[0] => [[270, 31], [271, 30]]
(L, 12)[0] => [[269, 31], [270, 31]]
(L, 12)[0] => [[268, 31], [269, 31]]
(L, 12)[0] => [[267, 31], [268, 31]]
(L, 12)[0] => [[266, 31], [267, 31]]
(L, 12)[0] => [[265, 31], [266, 31]]
(L, 12)[0] => [[264, 31], [265, 31]]
(L, 12)[0] => [[263, 31], [264, 31]]
(L, 12)[0] => [[262, 31], [263, 31]]
(L, 12)[0] => [[261, 31], [262, 31]]
(L, 12)[0] => [[260, 31], [261, 31]]
(R, 4)[0] => [[261, 31], [261, 31]]
(R, 4)[0] => [[262, 31], [261, 31]]
(R, 4)[0] => [[263, 31], [262, 31]]
(R, 4)[0] => [[264, 31], [263, 31]]
(U, 7)[0] => [[264, 32], [263, 31]]
(U, 7)[0] => [[264, 33], [264, 32]]
(U, 7)[0] => [[264, 34], [264, 33]]
(U, 7)[0] => [[264, 35], [264, 34]]
(U, 7)[0] => [[264, 36], [264, 35]]
(U, 7)[0] => [[264, 37], [264, 36]]
(U, 7)[0] => [[264, 38], [264, 37]]
(L, 3)[0] => [[263, 38], [264, 37]]
(L, 3)[0] => [[262, 38], [263, 38]]
(L, 3)[0] => [[261, 38], [262, 38]]
(D, 9)[0] => [[261, 37], [262, 38]]
(D, 9)[0] => [[261, 36], [261, 37]]
(D, 9)[0] => [[261, 35], [261, 36]]
(D, 9)[0] => [[261, 34], [261, 35]]
(D, 9)[0] => [[261, 33], [261, 34]]
(D, 9)[0] => [[261, 32], [261, 33]]
(D, 9)[0] => [[261, 31], [261, 32]]
(D, 9)[0] => [[261, 30], [261, 31]]
(D, 9)[0] => [[261, 29], [261, 30]]
(U, 1)[0] => [[261, 30], [261, 30]]
(R, 1)[0] => [[262, 30], [261, 30]]
(L, 4)[0] => [[261, 30], [261, 30]]
(L, 4)[0] => [[260, 30], [261, 30]]
(L, 4)[0] => [[259, 30], [260, 30]]
(L, 4)[0] => [[258, 30], [259, 30]]
(U, 6)[0] => [[258, 31], [259, 30]]
(U, 6)[0] => [[258, 32], [258, 31]]
(U, 6)[0] => [[258, 33], [258, 32]]
(U, 6)[0] => [[258, 34], [258, 33]]
(U, 6)[0] => [[258, 35], [258, 34]]
(U, 6)[0] => [[258, 36], [258, 35]]
(L, 4)[0] => [[257, 36], [258, 35]]
(L, 4)[0] => [[256, 36], [257, 36]]
(L, 4)[0] => [[255, 36], [256, 36]]
(L, 4)[0] => [[254, 36], [255, 36]]
(R, 8)[0] => [[255, 36], [255, 36]]
(R, 8)[0] => [[256, 36], [255, 36]]
(R, 8)[0] => [[257, 36], [256, 36]]
(R, 8)[0] => [[258, 36], [257, 36]]
(R, 8)[0] => [[259, 36], [258, 36]]
(R, 8)[0] => [[260, 36], [259, 36]]
(R, 8)[0] => [[261, 36], [260, 36]]
(R, 8)[0] => [[262, 36], [261, 36]]
(L, 8)[0] => [[261, 36], [261, 36]]
(L, 8)[0] => [[260, 36], [261, 36]]
(L, 8)[0] => [[259, 36], [260, 36]]
(L, 8)[0] => [[258, 36], [259, 36]]
(L, 8)[0] => [[257, 36], [258, 36]]
(L, 8)[0] => [[256, 36], [257, 36]]
(L, 8)[0] => [[255, 36], [256, 36]]
(L, 8)[0] => [[254, 36], [255, 36]]
(U, 10)[0] => [[254, 37], [255, 36]]
(U, 10)[0] => [[254, 38], [254, 37]]
(U, 10)[0] => [[254, 39], [254, 38]]
(U, 10)[0] => [[254, 40], [254, 39]]
(U, 10)[0] => [[254, 41], [254, 40]]
(U, 10)[0] => [[254, 42], [254, 41]]
(U, 10)[0] => [[254, 43], [254, 42]]
(U, 10)[0] => [[254, 44], [254, 43]]
(U, 10)[0] => [[254, 45], [254, 44]]
(U, 10)[0] => [[254, 46], [254, 45]]
(D, 3)[0] => [[254, 45], [254, 45]]
(D, 3)[0] => [[254, 44], [254, 45]]
(D, 3)[0] => [[254, 43], [254, 44]]
(L, 4)[0] => [[253, 43], [254, 44]]
(L, 4)[0] => [[252, 43], [253, 43]]
(L, 4)[0] => [[251, 43], [252, 43]]
(L, 4)[0] => [[250, 43], [251, 43]]
(D, 11)[0] => [[250, 42], [251, 43]]
(D, 11)[0] => [[250, 41], [250, 42]]
(D, 11)[0] => [[250, 40], [250, 41]]
(D, 11)[0] => [[250, 39], [250, 40]]
(D, 11)[0] => [[250, 38], [250, 39]]
(D, 11)[0] => [[250, 37], [250, 38]]
(D, 11)[0] => [[250, 36], [250, 37]]
(D, 11)[0] => [[250, 35], [250, 36]]
(D, 11)[0] => [[250, 34], [250, 35]]
(D, 11)[0] => [[250, 33], [250, 34]]
(D, 11)[0] => [[250, 32], [250, 33]]
(L, 8)[0] => [[249, 32], [250, 33]]
(L, 8)[0] => [[248, 32], [249, 32]]
(L, 8)[0] => [[247, 32], [248, 32]]
(L, 8)[0] => [[246, 32], [247, 32]]
(L, 8)[0] => [[245, 32], [246, 32]]
(L, 8)[0] => [[244, 32], [245, 32]]
(L, 8)[0] => [[243, 32], [244, 32]]
(L, 8)[0] => [[242, 32], [243, 32]]
(U, 6)[0] => [[242, 33], [243, 32]]
(U, 6)[0] => [[242, 34], [242, 33]]
(U, 6)[0] => [[242, 35], [242, 34]]
(U, 6)[0] => [[242, 36], [242, 35]]
(U, 6)[0] => [[242, 37], [242, 36]]
(U, 6)[0] => [[242, 38], [242, 37]]
(R, 2)[0] => [[243, 38], [242, 37]]
(R, 2)[0] => [[244, 38], [243, 38]]
(D, 4)[0] => [[244, 37], [243, 38]]
(D, 4)[0] => [[244, 36], [244, 37]]
(D, 4)[0] => [[244, 35], [244, 36]]
(D, 4)[0] => [[244, 34], [244, 35]]
(U, 11)[0] => [[244, 35], [244, 35]]
(U, 11)[0] => [[244, 36], [244, 35]]
(U, 11)[0] => [[244, 37], [244, 36]]
(U, 11)[0] => [[244, 38], [244, 37]]
(U, 11)[0] => [[244, 39], [244, 38]]
(U, 11)[0] => [[244, 40], [244, 39]]
(U, 11)[0] => [[244, 41], [244, 40]]
(U, 11)[0] => [[244, 42], [244, 41]]
(U, 11)[0] => [[244, 43], [244, 42]]
(U, 11)[0] => [[244, 44], [244, 43]]
(U, 11)[0] => [[244, 45], [244, 44]]
(R, 6)[0] => [[245, 45], [244, 44]]
(R, 6)[0] => [[246, 45], [245, 45]]
(R, 6)[0] => [[247, 45], [246, 45]]
(R, 6)[0] => [[248, 45], [247, 45]]
(R, 6)[0] => [[249, 45], [248, 45]]
(R, 6)[0] => [[250, 45], [249, 45]]
(D, 9)[0] => [[250, 44], [249, 45]]
(D, 9)[0] => [[250, 43], [250, 44]]
(D, 9)[0] => [[250, 42], [250, 43]]
(D, 9)[0] => [[250, 41], [250, 42]]
(D, 9)[0] => [[250, 40], [250, 41]]
(D, 9)[0] => [[250, 39], [250, 40]]
(D, 9)[0] => [[250, 38], [250, 39]]
(D, 9)[0] => [[250, 37], [250, 38]]
(D, 9)[0] => [[250, 36], [250, 37]]
(U, 12)[0] => [[250, 37], [250, 37]]
(U, 12)[0] => [[250, 38], [250, 37]]
(U, 12)[0] => [[250, 39], [250, 38]]
(U, 12)[0] => [[250, 40], [250, 39]]
(U, 12)[0] => [[250, 41], [250, 40]]
(U, 12)[0] => [[250, 42], [250, 41]]
(U, 12)[0] => [[250, 43], [250, 42]]
(U, 12)[0] => [[250, 44], [250, 43]]
(U, 12)[0] => [[250, 45], [250, 44]]
(U, 12)[0] => [[250, 46], [250, 45]]
(U, 12)[0] => [[250, 47], [250, 46]]
(U, 12)[0] => [[250, 48], [250, 47]]
(R, 1)[0] => [[251, 48], [250, 47]]
(U, 9)[0] => [[251, 49], [251, 48]]
(U, 9)[0] => [[251, 50], [251, 49]]
(U, 9)[0] => [[251, 51], [251, 50]]
(U, 9)[0] => [[251, 52], [251, 51]]
(U, 9)[0] => [[251, 53], [251, 52]]
(U, 9)[0] => [[251, 54], [251, 53]]
(U, 9)[0] => [[251, 55], [251, 54]]
(U, 9)[0] => [[251, 56], [251, 55]]
(U, 9)[0] => [[251, 57], [251, 56]]
(L, 2)[0] => [[250, 57], [251, 56]]
(L, 2)[0] => [[249, 57], [250, 57]]
(D, 14)[0] => [[249, 56], [250, 57]]
(D, 14)[0] => [[249, 55], [249, 56]]
(D, 14)[0] => [[249, 54], [249, 55]]
(D, 14)[0] => [[249, 53], [249, 54]]
(D, 14)[0] => [[249, 52], [249, 53]]
(D, 14)[0] => [[249, 51], [249, 52]]
(D, 14)[0] => [[249, 50], [249, 51]]
(D, 14)[0] => [[249, 49], [249, 50]]
(D, 14)[0] => [[249, 48], [249, 49]]
(D, 14)[0] => [[249, 47], [249, 48]]
(D, 14)[0] => [[249, 46], [249, 47]]
(D, 14)[0] => [[249, 45], [249, 46]]
(D, 14)[0] => [[249, 44], [249, 45]]
(D, 14)[0] => [[249, 43], [249, 44]]
(R, 1)[0] => [[250, 43], [249, 44]]
(L, 8)[0] => [[249, 43], [249, 44]]
(L, 8)[0] => [[248, 43], [249, 44]]
(L, 8)[0] => [[247, 43], [248, 43]]
(L, 8)[0] => [[246, 43], [247, 43]]
(L, 8)[0] => [[245, 43], [246, 43]]
(L, 8)[0] => [[244, 43], [245, 43]]
(L, 8)[0] => [[243, 43], [244, 43]]
(L, 8)[0] => [[242, 43], [243, 43]]
(U, 3)[0] => [[242, 44], [243, 43]]
(U, 3)[0] => [[242, 45], [242, 44]]
(U, 3)[0] => [[242, 46], [242, 45]]
(R, 12)[0] => [[243, 46], [242, 45]]
(R, 12)[0] => [[244, 46], [243, 46]]
(R, 12)[0] => [[245, 46], [244, 46]]
(R, 12)[0] => [[246, 46], [245, 46]]
(R, 12)[0] => [[247, 46], [246, 46]]
(R, 12)[0] => [[248, 46], [247, 46]]
(R, 12)[0] => [[249, 46], [248, 46]]
(R, 12)[0] => [[250, 46], [249, 46]]
(R, 12)[0] => [[251, 46], [250, 46]]
(R, 12)[0] => [[252, 46], [251, 46]]
(R, 12)[0] => [[253, 46], [252, 46]]
(R, 12)[0] => [[254, 46], [253, 46]]
(D, 11)[0] => [[254, 45], [253, 46]]
(D, 11)[0] => [[254, 44], [254, 45]]
(D, 11)[0] => [[254, 43], [254, 44]]
(D, 11)[0] => [[254, 42], [254, 43]]
(D, 11)[0] => [[254, 41], [254, 42]]
(D, 11)[0] => [[254, 40], [254, 41]]
(D, 11)[0] => [[254, 39], [254, 40]]
(D, 11)[0] => [[254, 38], [254, 39]]
(D, 11)[0] => [[254, 37], [254, 38]]
(D, 11)[0] => [[254, 36], [254, 37]]
(D, 11)[0] => [[254, 35], [254, 36]]
(L, 10)[0] => [[253, 35], [254, 36]]
(L, 10)[0] => [[252, 35], [253, 35]]
(L, 10)[0] => [[251, 35], [252, 35]]
(L, 10)[0] => [[250, 35], [251, 35]]
(L, 10)[0] => [[249, 35], [250, 35]]
(L, 10)[0] => [[248, 35], [249, 35]]
(L, 10)[0] => [[247, 35], [248, 35]]
(L, 10)[0] => [[246, 35], [247, 35]]
(L, 10)[0] => [[245, 35], [246, 35]]
(L, 10)[0] => [[244, 35], [245, 35]]
(R, 12)[0] => [[245, 35], [245, 35]]
(R, 12)[0] => [[246, 35], [245, 35]]
(R, 12)[0] => [[247, 35], [246, 35]]
(R, 12)[0] => [[248, 35], [247, 35]]
(R, 12)[0] => [[249, 35], [248, 35]]
(R, 12)[0] => [[250, 35], [249, 35]]
(R, 12)[0] => [[251, 35], [250, 35]]
(R, 12)[0] => [[252, 35], [251, 35]]
(R, 12)[0] => [[253, 35], [252, 35]]
(R, 12)[0] => [[254, 35], [253, 35]]
(R, 12)[0] => [[255, 35], [254, 35]]
(R, 12)[0] => [[256, 35], [255, 35]]
(L, 9)[0] => [[255, 35], [255, 35]]
(L, 9)[0] => [[254, 35], [255, 35]]
(L, 9)[0] => [[253, 35], [254, 35]]
(L, 9)[0] => [[252, 35], [253, 35]]
(L, 9)[0] => [[251, 35], [252, 35]]
(L, 9)[0] => [[250, 35], [251, 35]]
(L, 9)[0] => [[249, 35], [250, 35]]
(L, 9)[0] => [[248, 35], [249, 35]]
(L, 9)[0] => [[247, 35], [248, 35]]
(U, 11)[0] => [[247, 36], [248, 35]]
(U, 11)[0] => [[247, 37], [247, 36]]
(U, 11)[0] => [[247, 38], [247, 37]]
(U, 11)[0] => [[247, 39], [247, 38]]
(U, 11)[0] => [[247, 40], [247, 39]]
(U, 11)[0] => [[247, 41], [247, 40]]
(U, 11)[0] => [[247, 42], [247, 41]]
(U, 11)[0] => [[247, 43], [247, 42]]
(U, 11)[0] => [[247, 44], [247, 43]]
(U, 11)[0] => [[247, 45], [247, 44]]
(U, 11)[0] => [[247, 46], [247, 45]]
(R, 11)[0] => [[248, 46], [247, 45]]
(R, 11)[0] => [[249, 46], [248, 46]]
(R, 11)[0] => [[250, 46], [249, 46]]
(R, 11)[0] => [[251, 46], [250, 46]]
(R, 11)[0] => [[252, 46], [251, 46]]
(R, 11)[0] => [[253, 46], [252, 46]]
(R, 11)[0] => [[254, 46], [253, 46]]
(R, 11)[0] => [[255, 46], [254, 46]]
(R, 11)[0] => [[256, 46], [255, 46]]
(R, 11)[0] => [[257, 46], [256, 46]]
(R, 11)[0] => [[258, 46], [257, 46]]
(U, 15)[0] => [[258, 47], [257, 46]]
(U, 15)[0] => [[258, 48], [258, 47]]
(U, 15)[0] => [[258, 49], [258, 48]]
(U, 15)[0] => [[258, 50], [258, 49]]
(U, 15)[0] => [[258, 51], [258, 50]]
(U, 15)[0] => [[258, 52], [258, 51]]
(U, 15)[0] => [[258, 53], [258, 52]]
(U, 15)[0] => [[258, 54], [258, 53]]
(U, 15)[0] => [[258, 55], [258, 54]]
